# AUTO-GENERATED by scripts/velocity-export.js — do not edit directly. Source: ~/.lccjs/lccjs.db
id,ticket,title,role,h_min,c_min,actual_min,delta_h_min,delta_c_min,started_iso,finished_iso,closed_commit,notes,agent,model,repo
98,236,PM: log the #234 filing cycle (quiet-estimate-analysis ticket + feedback memory),PM,,,1.5,,,2026-05-30T08:34:00-10:00,2026-05-30T08:35:29-10:00,,"Logs prior-turn work: filed #234 (defer/quiet estimate-vs-actual analysis to focused RESEARCH/DATA sessions) + saved the quiet-estimate-analysis feedback memory + a MEMORY.md index line. Row keyed to retroactive PM tracker #236 (filed+closed this cycle, #204 precedent) because #234 itself stays open as deferred work. started_iso reconstructed — the filing happened the prior turn so no live start was captured; finished_iso = #234 createdAt. Ad-hoc PM, no H/C estimate. agent CHERRY; closed_commit empty per #186; worktree cherry-issue-236.",CHERRY,,lccjs
99,199,Test: orchestration coverage for src/plus/lccplus.js (.ap/.ep routing + OB-013 single-arg pin),TEST,30,15,4.82,25.18,10.18,2026-05-30T08:33:08-10:00,2026-05-30T08:37:57-10:00,,"TEST/QA child of #166 — first coverage for src/plus/lccplus.js (64 LOC orchestration driver, was 0%; exported, no source change). tests/new/lccplus.unit.spec.js (4 tests) pin the orchestration WIRING with InterpreterPlus.prototype.main stubbed (the real run needs a TTY — see the #198 setRawMode finding): .ap -> assembler produces .ep then interpreter.main([epFile]); .ep -> interpreter.main([file]) with no assembly; missing-arg and unsupported-extension error paths throw via fatalExit. OB-013 (arg-shadowing :40-42) confirmed already FIXED by fe71af7 'remove redundant inputFileName pre-set in LCCPlus' — the test pins the single clean arg path (interpreter receives the assembler OUTPUT .ep, not the original input). Full suite exit 0. Single-commit close per #186; closed_commit empty. Worktree banana.",BANANA,,lccjs
100,235,PM: fold #232 into #195 (worktree/claim naming docs) + coordinate #230,PM,,,2.83,,,2026-05-30T08:36:31-10:00,2026-05-30T08:39:21-10:00,,"PM/backlog-curation unit (cf #204/#215/#221). Folded #232 into #195 to avoid a confusing two-row velocity double-log for one cohesive doc pass. Actions: (1) expanded #195 title -> 'Docs: worktree/claim naming + --as fan-out guidance (folds #232)' and body to carry #232's naming-constraint scope (Have-3/Should-3: the [A-Za-z0-9._-]-only rule, no /->+, #224 root cause, #226 dogfood); (2) closed #232 as not-planned-standalone with a pointer (work preserved in #195); (3) bumped the #195 marker 15m->30m/WRITER + extended its description in TODOS.md (both the human bullet and the @todo) for the folded scope; (4) posted a coordination comment on #230 (the identity-precedence dedup ticket, in CHERRY's active cluster) flagging #195/#229/#230/#232 as one doc-surface so #230 can absorb/sequence rather than re-fragment. RATIONALE from /puzzle-triage: the naming/--as/identity docs are a single surface and #230 already exists to de-dup it; a brand-new binding umbrella would re-fragment, so reused #195. The 'which issues earn a CSV row' meta-question is itself tracked in #225. PROCESS: t0 captured LIVE at 08:36:31 this time (F1 fix - contrast the reconstructed starts on #221/#226); finished_iso exact; h/c empty (ad-hoc PM, no forward forecast). Pushed from slash-free worktree apple-pm-235 (no + on disk) so the pre-push pdd gate passed with NO --no-verify (dogfoods #224 fix #1 again). closed_commit empty per #186. Agent APPLE.",APPLE,,lccjs
101,239,Docs: session TIL for 2026-05-30 (CHERRY) + learnings index row,WRITER,,,1.4,,,2026-05-30T08:42:18-10:00,2026-05-30T08:43:43-10:00,,"Wrote docs/learnings/today-i-learned-2026-05-30-cherry.md (5 lessons: a tool living on main is silently stale on an un-synced checkout -> #212 ran inert, became #228; 'no files changed' != 'no logging'; sharpen an existing complaint don't duplicate it; prove a guard's decision AND its trigger; logging is data, commentary is noise) + added the README index row. Session retrospective per docs/learnings/README.md convention. Row keyed to retroactive WRITER tracker #239 (filed+closed this cycle). agent CHERRY; closed_commit empty per #186; worktree cherry-issue-239.",CHERRY,,lccjs
102,200,Test: first coverage for src/extra/linkerStepsPrinter.js (link smoke + OB-017 overflow pin),TEST,45,20,4.27,40.73,15.73,2026-05-30T08:39:08-10:00,2026-05-30T08:43:24-10:00,,"TEST/QA child of #166 (FINAL of the 5) — first coverage for src/extra/linkerStepsPrinter.js (709 LOC, was 0%; exported, no source change). tests/new/linkerStepsPrinter.unit.spec.js (4 tests): an end-to-end link smoke (assemble demos/m1.a + m2.a -> .o via the core assembler with a name fed on stdin, link via LinkerStepsPrinter.link() -> .e, errorFlag false + non-empty) exercising readObjectModule/adjustExternal+Local/writeExecutable; plus 3 V-table unit tests pinning OB-017 (:501): sum > 0xFFFF sets errorFlag and leaves the word UNCHANGED (no silent Uint16Array wrap), in-range sum writes the word, undefined V ref errors. OB-017 confirmed already FIXED (explicit overflow guard at :503-507). OB-018 (writeExecutable fd leak, no try/finally) NOT covered — needs partial-write fault injection; noted as a follow-up. FINDING: the core assembler PROMPTS for an author name on stdin when writing a .o, exiting non-zero off-stdin (same non-interactive-hostile shape as the #198 setRawMode finding) — worked around by feeding stdin. Full suite green (683 pass). Single-commit close per #186; closed_commit empty. Worktree banana. NB: #166 itself is already closed+logged (SPIKE row); no parent row added (see #225).",BANANA,,lccjs
103,237,Wire derived-cluster soft-lock into puzzle-status.js (LOCKED status),DEV,45,12,4.7,40.3,7.3,2026-05-30T08:42:47-10:00,2026-05-30T08:47:29-10:00,,"DEV wiring of the #222 derived-cluster soft-lock into scripts/puzzle-status.js (child of #222). Added pure exported loadClusters() (reads docs/puzzle-clusters.csv cluster,issue,blocked_by; absent file -> empty maps -> backward compatible) and clusterLockers(issue,clusters,inProgress). classify() gained optional clusters+inProgress params and returns a new LOCKED status when an otherwise-AVAILABLE marker shares a cluster with an in-progress issue (inProgress = issues holding a live worktree, from byIssue keys; ZERO network). LOCKED is distinct from the label-driven BLOCKED; CLAIMED/BLOCKED/STALE take precedence. Added ICON + sort-order entries; --json carries it. 6 unit tests in tests/new/puzzle-status.cluster.unit.spec.js (parse, absent-manifest degrade, self/non-member exclusion, AVAILABLE->LOCKED downgrade, precedence, backward-compat). Recorded cluster-tooling members 237/238 (238 blocked_by 237) in the manifest. Full primary suite green (685 pass incl the 6 new). Resolves #222 Q1(CSV membership)/Q4(LOCKED vs BLOCKED)/Q5(helper in puzzle-status). #238 consumes this via --json next. Single-commit close per #186. Worktree dragonfruit/issue-237.",DRAGONFRUIT,,lccjs
104,238,Surface cluster soft-locks in the puzzle-triage skill (lock overlay),WRITER,30,10,3.6,26.4,6.4,2026-05-30T08:47:30-10:00,2026-05-30T08:51:06-10:00,,"WRITER child of #222 (cross-repo deliverable). Added the 🔒 Locked overlay to the puzzle-triage skill (claude-config commit f430615; committed locally, NOT pushed - local config repo): legend row, overlays note, gather step now reads puzzle:status -- --json LOCKED rows, ranking-partition lifts LOCKED into a 🔒 section (re-enters Actionable when the clustermate worktree closes), output-example 🔒 section, boundaries (do not recommend a locked issue as next), project-setup note re docs/puzzle-clusters.csv. Distinct from the label-driven blocked overlay. Bumped skill 0.1.1->0.2.0 (frontmatter + VERSION + CHANGELOG). Velocity logged here in lccjs since this completes the lccjs #222 epic; the edited file lives in claude-config/skills/puzzle-triage. Completes the #222 integration: both surfaces (puzzle-status code via #237 + the puzzle-triage skill) now show derived cluster soft-locks at a glance. lccjs commit carries only this row + Closes #238 (the deliverable is the claude-config commit). Worktree dragonfruit/issue-238.",DRAGONFRUIT,,lccjs
105,224,pre-push pdd scan voids .pddignore excludes from a worktree path with a regex-special char (forces --no-verify),DEV,45,30,10.92,34.08,19.08,2026-05-30T09:19:48-10:00,2026-05-30T09:30:43-10:00,,"DEV fix for the #224 pre-push pdd-gate false-fail. Root cause (pdd-0.24.2): Sources#fetch compiles each .pddignore exclude into a regexp from the ABSOLUTE source path, and Glob#to_regexp (utils/glob.rb) emits literal path chars verbatim (never Regexp.escape), so a regex-special char in the repo path turns each exclude into a non-matching regex -> ALL excludes silently void -> pdd scans docs/*.md and aborts on the first uppercase keyword. EnterWorktree names worktree dirs <fruit>+<slug>, and + is a quantifier, so the gate false-failed from every worktree, forcing --no-verify (which also skips the #205 conflict-marker gate). Fix #2 (in-our-control, durable): scripts/run-pdd.sh now detects a regex/glob metachar in the repo abs path (+ ( ) [ ] ^ $ | { } * ? \\ ; . is safely escaped by the gem) via a portable quoted-case per-char check (system grep is ugrep, parses bracket classes differently), and when unsafe scans through a special-char-free mktemp symlink; if even the temp path is unsafe it fails loudly instead of mis-scanning. Gate now correct from any worktree. New regression test tests/new/run-pdd.path-robust.e2e.spec.js (3 tests, self-skips when pdd absent like the oracle suites): + path with keyword only in excluded *.md passes via symlink (asserts the [run-pdd] note fired); real malformed marker in a scanned file still FAILS via symlink (gate not neutered); clean path passes without symlink. Verified the test fails against the pre-fix script (true regression). Doc note added to docs/claude_workflow.md PDD-scan section. Gotcha found: --skip-gitignore stays boolean true (TypeError [] + true) unless a .gitignore exists (bin/pdd:71-76) - scaffold adds one. Naming-constraint doc half stays in #195. Full primary suite green (692 pass). Single-commit close per #186. Worktree cherry/issue-224.",CHERRY,,lccjs
106,244,"Research/probe: does original LCC have a 300-char (or any) source-line length limit, and what does it count?",RESEARCH,45,25,10.32,34.68,14.68,2026-05-30T09:22:21-10:00,2026-05-30T09:32:40-10:00,,"RESEARCH probe of #244 (source-line length limit). Oracle finding: OG LCC has NO line-length diagnostic - fixed 298-char line buffer, lines >=299 are silently SPLIT and the overflow tail is parsed as source: a single over-long line -> exit 0 + .e written with a bogus label injected (silent corruption); two -> misleading Duplicate label; failure is non-monotonic in length (signature of an unchecked fixed buffer). LCC.js explicit 300-char raw-line cap (incl comments) is BY DESIGN and safer; raw-incl-comments counting confirmed correct (oracle buffer fills same way). Verdicts: LCC.js cap = BY DESIGN no change; OG silent-split = OG BUG (conditional bug report to Prof. Dos Reis, deferred per #244 scope note - not yet filed). Deliverables: docs/research/line-length-limit.md (full evidence), parity_deviations.md (BY DESIGN #7 updated + OG BUG #13 added), validateLineLength code comment resolved, research.behavior.spec.js line-length test.skip -> 3 active regression tests (suite no longer skipped; skip count 2->1, #245 label-length skip remains). Probe harness /tmp/apple-244. Primary suite 40/40 suites green (oracle e2e auto-skip in worktree, no .env). Single-commit close per #186; closed_commit empty. Worktree apple-issue-244.",APPLE,,lccjs
107,246,"Research/spike: rank codebase complexity hotspots (code-quality pass), then drop decomplect puzzles per targeted area",RESEARCH,60,25,3.02,56.98,21.98,2026-05-30T09:35:47-10:00,2026-05-30T09:38:48-10:00,,"RESEARCH/scope spike for #246 (pass 1 of 2). Swept all of src/ and produced docs/research/codebase-quality-hotspots.md: raw-signals table + 6 ranked hotspots (H1-H6) keyed to the decomplect catalog and the CLAUDE.md pure-seam/CLI boundary. Top findings: interpreter step() braids decode/trace/breakpoint/debug/register-diff and sprays ~15 mutable fields onto this (H1); assembler handleInstruction/handleDirective are 172/211-line mnemonic switches the plus subclass re-opens via case+default:super -- syntax-over-data plus inheritance-as-extension, the source of CLAUDE.md shadowing warning (H2); linker.js duplicates 11 state fields across constructor and resetState (H3); giant interpreter/assembler constructors (H4); disassembler.js depth-28 nesting in src/extra (H5); utils picture.js/hexDisplay.js 0%% coverage, fold into #172 (H6). De-duped vs #202/#207/#134. Ends with a 7-item pass-2 puzzle seed list (sized + ordered H3->H6->H1a->H1b->H4->H2spike->H5) to be filed as @todo markers. No code changed. Single-commit close per #186; closed_commit empty. Worktree dragonfruit-issue-246.",DRAGONFRUIT,,lccjs
108,227,Fix: claim.js refuses an already-CLOSED issue (state guard + --force),DEV,20,15,15,5,0,2026-05-30T09:19:05-10:00,2026-05-30T09:34:09-10:00,,single gh round-trip title+state; pure shouldBlockClaim seam + 7 unit tests; offline-first (null=>proceed),BANANA,,lccjs
109,247,npm test from main also runs sibling worktrees tests (.claude/worktrees not ignored) - cross-agent WIP turns main red,DEV,30,15,2.92,27.08,12.08,2026-05-30T09:46:13-10:00,2026-05-30T09:49:08-10:00,,"DEV fix for #247 (jest scanned sibling worktrees). jest.config.js: added testPathIgnorePatterns [/node_modules/, <rootDir>/.claude/worktrees/] + modulePathIgnorePatterns [<rootDir>/.claude/worktrees/]. KEY: <rootDir>-anchored on purpose - a bare /.claude/worktrees/ pattern would also skip a worktree-local run (the worktree path itself contains .claude/worktrees), silently running ZERO tests for every other agent. Verified both directions via jest --listTests: from main, worktree test files collected dropped 42 -> 0 (only main 42 remain); from inside the apple worktree, own tests still run (42 suites). Added regression guard tests/new/jestConfig.worktreeIsolation.unit.spec.js (6 tests replicating Jest <rootDir> substitution + RegExp match: main ignores siblings, main runs own, worktree does NOT self-exclude, pattern is anchored not bare, node_modules still ignored, modulePathIgnorePatterns too). Primary suite 43/43 suites green (oracle e2e auto-skip in worktree, no .env). Overstep check before claim: only banana #227 active (claim.js/claim.issue-state.spec.js/velocity.csv - no jest.config overlap); #247 unclustered. Single-commit close per #186; closed_commit empty. Worktree apple-issue-247.",APPLE,,lccjs
